word,pos,assigned_cefr,level_source,assigned_level_frequency,total_frequency,crf_A1,crf_A2,crf_B1,crf_B2,crf_C1,crf_C2,crf_total,beacco_A1,beacco_A2,beacco_B1,beacco_B2,beacco_C1,beacco_C2,beacco_total,beacco_level,match_method,crf_word,crf_pos,beacco_word,beacco_pos
français,NOUN,A2,beacco,609.7247,756.1662,962.1109,609.7247,845.7346,385.9027,278.6478,1701.8803,756.1662,11.4917,3.839,10.3715,0.0,4.139,173.9519,18.4035,A2,word_pos,français,N,français,NOM
lorsque,CONJ,A2,beacco,314.195,268.9378,30.5825,314.195,345.5415,183.2476,311.9446,500.8461,268.9378,23.9246,194.4463,353.4657,213.7239,335.0494,638.468,252.8682,A2,word_pos,lorsque,CONJS,lorsque,KON
tuer,VERB,A2,beacco,308.2066,218.8085,12.8722,308.2066,252.2577,291.7255,149.9204,9.6228,218.8085,17.869,305.5623,272.7242,429.3052,186.438,19.328,261.0859,A2,word_pos,tuer,V,tuer,VER
payer,VERB,A2,beacco,285.7073,198.0313,64.1223,285.7073,211.4429,213.8703,138.1864,57.0668,198.0313,18.5601,84.5001,60.4949,21.9169,10.3269,19.328,53.8067,A2,word_pos,payer,V,payer,VER
maire,NOUN,A2,beacco,195.0326,77.7679,7.7952,195.0326,23.998,9.0831,35.7982,178.1535,77.7679,13.3477,166.9795,79.1756,2.2839,68.9296,164.1035,93.4374,A2,word_pos,maire,N,maire,NOM
robe,NOUN,A2,beacco,192.317,68.0136,11.1863,192.317,22.1995,37.4085,34.728,28.471,68.0136,16.4654,245.3663,21.7576,37.6363,55.9876,43.8345,77.8822,A2,word_pos,robe,N,robe,NOM
taire,VERB,A2,beacco,191.7555,122.03,25.2693,191.7555,117.9398,118.8828,80.3479,0.0,122.03,22.17,81.1442,49.1841,104.6501,19.861,0.0,65.247,A2,word_pos,taire,V,taire,VER
or,NOUN,A2,beacco,166.1087,92.4491,23.1743,166.1087,97.191,72.5978,21.4487,0.0,92.4491,11.7553,188.2434,145.0891,168.9916,217.289,19.328,139.0423,A2,word_pos,or,N,or,NOM
corps,NOUN,A2,beacco,152.4007,200.5408,25.1141,152.4007,254.7179,161.8544,279.0811,120.7672,200.5408,22.478,85.8659,324.3529,171.4303,247.1998,207.2157,200.8651,A2,word_pos,corps,N,corps,NOM
hésiter,VERB,A2,beacco,142.5321,87.8318,18.0472,142.5321,76.0424,149.8672,10.2524,9.6228,87.8318,14.541,120.431,92.1188,91.2553,12.4171,19.328,81.0948,A2,word_pos,hésiter,V,hésiter,VER
impression,NOUN,A2,beacco,141.001,100.6755,22.2211,141.001,123.2025,34.973,148.567,44.2742,100.6755,20.5748,95.1902,116.1828,37.1193,135.2963,78.971,89.1426,A2,word_pos,impression,N,impression,NOM
rond,ADJ,A2,beacco,136.7669,41.5096,16.1068,136.7669,2.2946,16.057,8.021,0.0,41.5096,16.194,63.0887,1.9481,22.0032,10.3269,0.0,27.1298,A2,word_pos,rond,A,rond,ADJ
instant,NOUN,A2,beacco,136.0388,91.1532,0.5727,136.0388,54.4232,138.0287,156.4584,9.6228,91.1532,11.8199,175.6988,125.1877,165.8776,177.0262,134.1811,141.2172,A2,word_pos,instant,N,instant,NOM
environ,ADV,A2,beacco,134.3974,161.3973,105.6454,134.3974,214.8149,74.5877,127.7401,210.7439,161.3973,24.2977,53.4447,73.9215,22.3462,41.1274,43.8345,57.3155,A2,word_pos,environ,ADV,environ,ADV
papier,NOUN,A2,beacco,133.602,76.5534,8.5069,133.602,29.3631,196.3622,24.8092,0.0,76.5534,11.726,159.2563,75.1212,272.1739,50.0526,0.0,110.713,A2,word_pos,papier,N,papier,NOM
pousser,VERB,A2,beacco,126.3684,146.8152,21.6079,126.3684,204.5275,265.4458,87.8175,57.0668,146.8152,16.4402,140.3566,242.7432,243.7993,133.8641,56.7717,166.2954,A2,word_pos,pousser,V,pousser,VER
malheureux,ADJ,A2,beacco,125.1623,57.6051,15.8736,125.1623,26.1254,45.4813,9.3035,19.2455,57.6051,10.0418,127.9418,30.2799,58.0059,12.0009,19.328,61.1689,A2,word_pos,malheureux,A,malheureux,ADJ
